month,category1,gender,agegroup,trend_index,season,trend_mean,trend_std,Trend_Sensitivity
2024-02,의류,남성,20대,61.88155,겨울,61.50409052631579,16.107080973221912,0.0234343810844269
2024-03,의류,남성,20대,63.59363,봄,61.50409052631579,16.107080973221912,0.1297280045439687
2024-04,의류,남성,20대,57.37767,봄,61.50409052631579,16.107080973221912,-0.2561867375706362
2024-05,의류,남성,20대,53.06461,봄,61.50409052631579,16.107080973221912,-0.5239608927493729
2024-06,의류,남성,20대,46.74301,여름,61.50409052631579,16.107080973221912,-0.9164342409935202
2024-07,의류,남성,20대,48.14021,여름,61.50409052631579,16.107080973221912,-0.8296897835513024
2024-08,의류,남성,20대,44.66599,여름,61.50409052631579,16.107080973221912,-1.045384980326926
2024-09,의류,남성,20대,49.24653,가을,61.50409052631579,16.107080973221912,-0.7610044642287475
2024-10,의류,남성,20대,60.22476,가을,61.50409052631579,16.107080973221912,-0.0794265906058758
2024-11,의류,남성,20대,58.28816,가을,61.50409052631579,16.107080973221912,-0.1996594250480451
2024-12,의류,남성,20대,51.80682,겨울,61.50409052631579,16.107080973221912,-0.6020501506410468
2025-01,의류,남성,20대,37.7626,겨울,61.50409052631579,16.107080973221912,-1.47397846734527
2023-07,의류,남성,30대,60.01086,여름,62.16127894736842,14.827029661430611,-0.145033698351753
2023-08,의류,남성,30대,54.59436,여름,62.16127894736842,14.827029661430611,-0.510346247370919
2023-09,의류,남성,30대,61.53449,가을,62.16127894736842,14.827029661430611,-0.0422733994387887
2023-10,의류,남성,30대,90.10106,가을,62.16127894736842,14.827029661430611,1.884381544424304
2023-11,의류,남성,30대,100.0,가을,62.16127894736842,14.827029661430611,2.5520095337140263
2023-12,의류,남성,30대,80.74546,겨울,62.16127894736842,14.827029661430611,1.2533987910588993
2024-01,의류,남성,30대,62.29798,겨울,62.16127894736842,14.827029661430611,0.0092197193742168
2024-02,의류,남성,30대,58.30373,겨울,62.16127894736842,14.827029661430611,-0.2601700431882874
2024-03,의류,남성,30대,67.17828,봄,62.16127894736842,14.827029661430611,0.3383685854276158
2024-04,의류,남성,30대,62.20867,봄,62.16127894736842,14.827029661430611,0.0031962607287994
2024-05,의류,남성,30대,56.67106,봄,62.16127894736842,14.827029661430611,-0.3702844785999229
2024-06,의류,남성,30대,49.25879,여름,62.16127894736842,14.827029661430611,-0.8702005217492433
2024-07,의류,남성,30대,48.49042,여름,62.16127894736842,14.827029661430611,-0.9220227691949842
2024-08,의류,남성,30대,42.78849,여름,62.16127894736842,14.827029661430611,-1.3065859710095975
2024-09,의류,남성,30대,47.11818,가을,62.16127894736842,14.827029661430611,-1.0145726616100237
2024-10,의류,남성,30대,66.17111,가을,62.16127894736842,14.827029661430611,0.270440617183245
2024-11,의류,남성,30대,66.21328,가을,62.16127894736842,14.827029661430611,0.2732847471919477
2024-12,의류,남성,30대,61.93074,겨울,62.16127894736842,14.827029661430611,-0.0155485591269923
2025-01,의류,남성,30대,45.44734,겨울,62.16127894736842,14.827029661430611,-1.1272614494625457
2023-07,의류,남성,40대,56.84669,여름,62.65670052631579,15.869097672596778,-0.3661210389012024
2023-08,의류,남성,40대,46.04448,여름,62.65670052631579,15.869097672596778,-1.0468282991919733
2023-09,의류,남성,40대,53.44703,가을,62.65670052631579,15.869097672596778,-0.5803525012149442
2023-10,의류,남성,40대,88.2445,가을,62.65670052631579,15.869097672596778,1.6124293895972406
2023-11,의류,남성,40대,100.0,가을,62.65670052631579,15.869097672596778,2.3532087484828903
2023-12,의류,남성,40대,81.67107,겨울,62.65670052631579,15.869097672596778,1.1982010487287365
2024-01,의류,남성,40대,62.71482,겨울,62.65670052631579,15.869097672596778,0.0036624309008178
2024-02,의류,남성,40대,57.05831,겨울,62.65670052631579,15.869097672596778,-0.3527856871146022
2024-03,의류,남성,40대,69.67763,봄,62.65670052631579,15.869097672596778,0.4424277686442218
2024-04,의류,남성,40대,67.8266,봄,62.65670052631579,15.869097672596778,0.3257840855445577
2024-05,의류,남성,40대,60.05654,봄,62.65670052631579,15.869097672596778,-0.1638505591156467
2024-06,의류,남성,40대,50.01492,여름,62.65670052631579,15.869097672596778,-0.7966288182941862
2024-07,의류,남성,40대,47.98844,여름,62.65670052631579,15.869097672596778,-0.9243285805496914
2024-08,의류,남성,40대,38.87991,여름,62.65670052631579,15.869097672596778,-1.4983076553479309
2024-09,의류,남성,40대,45.47285,가을,62.65670052631579,15.869097672596778,-1.0828498809979197
2024-10,의류,남성,40대,72.9998,가을,62.65670052631579,15.869097672596778,0.6517761555872815
2024-11,의류,남성,40대,72.21574,가을,62.65670052631579,15.869097672596778,0.6023681793950413
2024-12,의류,남성,40대,68.64556,겨울,62.65670052631579,15.869097672596778,0.3773913046124829
2025-01,의류,남성,40대,50.67242,겨울,62.65670052631579,15.869097672596778,-0.7551960907651726
2023-07,의류,남성,50대,60.24225,여름,66.35644947368421,15.498552173259954,-0.3945013318233166
2023-08,의류,남성,50대,45.90158,여름,66.35644947368421,15.498552173259954,-1.3197922776925906
2023-09,의류,남성,50대,49.99209,가을,66.35644947368421,15.498552173259954,-1.055863753642618
2023-10,의류,남성,50대,86.41402,가을,66.35644947368421,15.498552173259954,1.2941576930599763
2023-11,의류,남성,50대,100.0,가을,66.35644947368421,15.498552173259954,2.1707544130710392
2023-12,의류,남성,50대,83.58793,겨울,66.35644947368421,15.498552173259954,1.1118122734100095
2024-01,의류,남성,50대,67.93624,겨울,66.35644947368421,15.498552173259954,0.1019314906744284
2024-02,의류,남성,50대,59.84418,겨울,66.35644947368421,15.498552173259954,-0.4201856664340551
2024-03,의류,남성,50대,74.99848,봄,66.35644947368421,15.498552173259954,0.5576024411638983
2024-04,의류,남성,50대,76.26994,봄,66.35644947368421,15.498552173259954,0.6396397815416458
2024-05,의류,남성,50대,69.42562,봄,66.35644947368421,15.498552173259954,0.1980294992722678
2024-06,의류,남성,50대,57.61769,여름,66.35644947368421,15.498552173259954,-0.5638436013888709
2024-07,의류,남성,50대,56.01001,여름,66.35644947368421,15.498552173259954,-0.6675745810331356
2024-08,의류,남성,50대,42.42406,여름,66.35644947368421,15.498552173259954,-1.5441693653795203
2024-09,의류,남성,50대,46.71027,가을,66.35644947368421,15.498552173259954,-1.2676138554142018
2024-10,의류,남성,50대,80.33683,가을,66.35644947368421,15.498552173259954,0.902044292268571
2024-11,의류,남성,50대,75.58872,가을,66.35644947368421,15.498552173259954,0.5956859984795521
2024-12,의류,남성,50대,70.98706,겨울,66.35644947368421,15.498552173259954,0.2987769744263662
2025-01,의류,남성,50대,56.48557,겨울,66.35644947368421,15.498552173259954,-0.6368904245594427
2023-07,의류,남성,60대,64.4607,여름,68.58378631578948,14.178074681063876,-0.2908072082097466
2023-08,의류,남성,60대,49.64303,여름,68.58378631578948,14.178074681063876,-1.3359187860031942
2023-09,의류,남성,60대,50.33702,가을,68.58378631578948,14.178074681063876,-1.286970673116831
2023-10,의류,남성,60대,83.81735,가을,68.58378631578948,14.178074681063876,1.0744451575330147
2023-11,의류,남성,60대,100.0,가을,68.58378631578948,14.178074681063876,2.215830738017607
2023-12,의류,남성,60대,84.32802,겨울,68.58378631578948,14.178074681063876,1.1104634471447936
2024-01,의류,남성,60대,69.53932,겨울,68.58378631578948,14.178074681063876,0.0673951651197553
2024-02,의류,남성,60대,60.18464,겨울,68.58378631578948,14.178074681063876,-0.5924038703934401
2024-03,의류,남성,60대,74.51272,봄,68.58378631578948,14.178074681063876,0.4181762205082159
2024-04,의류,남성,60대,77.41417,봄,68.58378631578948,14.178074681063876,0.62281966224965
2024-05,의류,남성,60대,77.32578,봄,68.58378631578948,14.178074681063876,0.6165853884156959
2024-06,의류,남성,60대,63.33597,여름,68.58378631578948,14.178074681063876,-0.3701360328422039
2024-07,의류,남성,60대,65.17459,여름,68.58378631578948,14.178074681063876,-0.2404555197006249
2024-08,의류,남성,60대,48.43701,여름,68.58378631578948,14.178074681063876,-1.4209811112574653
2024-09,의류,남성,60대,49.24046,가을,68.58378631578948,14.178074681063876,-1.3643126271315438
2024-10,의류,남성,60대,81.42045,가을,68.58378631578948,14.178074681063876,0.9053883530007828
2024-11,의류,남성,60대,76.20603,가을,68.58378631578948,14.178074681063876,0.5376078103461202
2024-12,의류,남성,60대,70.74638,겨울,68.58378631578948,14.178074681063876,0.1525308430698889
2025-01,의류,남성,60대,56.9683,겨울,68.58378631578948,14.178074681063876,-0.8192569567504842
2023-07,의류,여성,10대,64.14951,여름,64.10625157894737,18.21355267038233,0.0023750677221246
2023-08,의류,여성,10대,77.66918,여름,64.10625157894737,18.21355267038233,0.7446613335962599
2023-09,의류,여성,10대,96.99627,가을,64.10625157894737,18.21355267038233,1.805799176924784
2023-10,의류,여성,10대,100.0,가을,64.10625157894737,18.21355267038233,1.97071648077866
2023-11,의류,여성,10대,94.85892,가을,64.10625157894737,18.21355267038233,1.6884497482504095
2023-12,의류,여성,10대,66.39957,겨울,64.10625157894737,18.21355267038233,0.1259127454459707
2024-01,의류,여성,10대,49.25026,겨울,64.10625157894737,18.21355267038233,-0.815655893597584
2024-02,의류,여성,10대,67.0709,겨울,64.10625157894737,18.21355267038233,0.1627715621825687
2024-03,의류,여성,10대,61.27324,봄,64.10625157894737,18.21355267038233,-0.1555441505683961
2024-04,의류,여성,10대,69.56361,봄,64.10625157894737,18.21355267038233,0.2996317368619151
2024-05,의류,여성,10대,59.99253,봄,64.10625157894737,18.21355267038233,-0.2258604706832853
2024-06,의류,여성,10대,45.92859,여름,64.10625157894737,18.21355267038233,-0.998029429398838
2024-07,의류,여성,10대,45.14087,여름,64.10625157894737,18.21355267038233,-1.0412785425321005
2024-08,의류,여성,10대,50.74953,여름,64.10625157894737,18.21355267038233,-0.7333397179929192
2024-09,의류,여성,10대,65.60577,가을,64.10625157894737,18.21355267038233,0.0823298149564779
2024-10,의류,여성,10대,62.985,가을,64.10625157894737,18.21355267038233,-0.0615613877884829
2024-11,의류,여성,10대,61.51411,가을,64.10625157894737,18.21355267038233,-0.1423193830362667
2024-12,의류,여성,10대,45.98873,겨울,64.10625157894737,18.21355267038233,-0.9947274925890144
2025-01,의류,여성,10대,32.88219,겨울,64.10625157894737,18.21355267038233,-1.71433119853228
2023-07,의류,여성,20대,65.11316,여름,61.498413684210526,15.83966200403742,0.2282085510958563
2023-08,의류,여성,20대,67.75861,여름,61.498413684210526,15.83966200403742,0.395222847191676
2023-09,의류,여성,20대,73.58059,가을,61.498413684210526,15.83966200403742,0.7627799325964034
2023-10,의류,여성,20대,90.94126,가을,61.498413684210526,15.83966200403742,1.858805213664578
2023-11,의류,여성,20대,100.0,가을,61.498413684210526,15.83966200403742,2.4307075685059245
2023-12,의류,여성,20대,81.90242,겨울,61.498413684210526,15.83966200403742,1.2881591987624887
2024-01,의류,여성,20대,58.85247,겨울,61.498413684210526,15.83966200403742,-0.1670454636933601
2024-02,의류,여성,20대,59.06277,겨울,61.498413684210526,15.83966200403742,-0.1537686652398073
2024-03,의류,여성,20대,62.4928,봄,61.498413684210526,15.83966200403742,0.0627782534460656
2024-04,의류,여성,20대,54.67795,봄,61.498413684210526,15.83966200403742,-0.4305940166192962
2024-05,의류,여성,20대,53.35073,봄,61.498413684210526,15.83966200403742,-0.5143849459750933
2024-06,의류,여성,20대,48.61406,여름,61.498413684210526,15.83966200403742,-0.8134235238685265
2024-07,의류,여성,20대,48.966,여름,61.498413684210526,15.83966200403742,-0.7912046154151584
2024-08,의류,여성,20대,46.45309,여름,61.498413684210526,15.83966200403742,-0.9498513087195656
2024-09,의류,여성,20대,49.12233,가을,61.498413684210526,15.83966200403742,-0.7813350866360627
2024-10,의류,여성,20대,60.11637,가을,61.498413684210526,15.83966200403742,-0.0872520943854893
2024-11,의류,여성,20대,58.76101,가을,61.498413684210526,15.83966200403742,-0.1728195768011199
2024-12,의류,여성,20대,52.27294,겨울,61.498413684210526,15.83966200403742,-0.5824286958812012
2025-01,의류,여성,20대,36.4313,겨울,61.498413684210526,15.83966200403742,-1.5825535720283104
2023-07,의류,여성,30대,71.32905,여름,65.47492,13.87469443978496,0.421928571141256
2023-08,의류,여성,30대,63.22234,여름,65.47492,13.87469443978496,-0.1623516834749772
2023-09,의류,여성,30대,67.51884,가을,65.47492,13.87469443978496,0.1473127937246074
2023-10,의류,여성,30대,89.63148,가을,65.47492,13.87469443978496,1.741051675396348
2023-11,의류,여성,30대,100.0,가을,65.47492,13.87469443978496,2.488348853362936
2023-12,의류,여성,30대,82.76466,겨울,65.47492,13.87469443978496,1.2461348302145367
2024-01,의류,여성,30대,64.57343,겨울,65.47492,13.87469443978496,-0.0649736831259519
2024-02,의류,여성,30대,61.67737,겨울,65.47492,13.87469443978496,-0.2737033248898597
2024-03,의류,여성,30대,72.07528,봄,65.47492,13.87469443978496,0.4757120979236719
2024-04,의류,여성,30대,66.3268,봄,65.47492,13.87469443978496,0.061398108887882
2024-05,의류,여성,30대,62.20567,봄,65.47492,13.87469443978496,-0.2356268106795632
2024-06,의류,여성,30대,56.62116,여름,65.47492,13.87469443978496,-0.6381228817992777
2024-07,의류,여성,30대,55.05144,여름,65.47492,13.87469443978496,-0.7512583462819343
2024-08,의류,여성,30대,47.58585,여름,65.47492,13.87469443978496,-1.2893307364451951
2024-09,의류,여성,30대,49.71543,가을,65.47492,13.87469443978496,-1.1358441130646082
2024-10,의류,여성,30대,65.9924,가을,65.47492,13.87469443978496,0.0372966772166282
2024-11,의류,여성,30대,64.43502,가을,65.47492,13.87469443978496,-0.0749493983102174
2024-12,의류,여성,30대,59.95037,겨울,65.47492,13.87469443978496,-0.3981745345078476
2025-01,의류,여성,30대,43.34689,겨울,65.47492,13.87469443978496,-1.5948480952884287
2023-07,의류,여성,40대,75.64754,여름,69.51705210526316,13.50189381946374,0.4540465194519159
2023-08,의류,여성,40대,60.755,여름,69.51705210526316,13.50189381946374,-0.6489498601027486
2023-09,의류,여성,40대,64.74388,가을,69.51705210526316,13.50189381946374,-0.3535187114553042
2023-10,의류,여성,40대,91.04094,가을,69.51705210526316,13.50189381946374,1.5941384358769697
2023-11,의류,여성,40대,100.0,가을,69.51705210526316,13.50189381946374,2.257679426481192
2023-12,의류,여성,40대,85.95889,겨울,69.51705210526316,13.50189381946374,1.2177430895682946
2024-01,의류,여성,40대,69.14369,겨울,69.51705210526316,13.50189381946374,-0.0276525730579315
2024-02,의류,여성,40대,63.99486,겨울,69.51705210526316,13.50189381946374,-0.4089938921977455
2024-03,의류,여성,40대,79.65082,봄,69.51705210526316,13.50189381946374,0.7505441851518961
2024-04,의류,여성,40대,76.05289,봄,69.51705210526316,13.50189381946374,0.4840682338439861
2024-05,의류,여성,40대,69.95657,봄,69.51705210526316,13.50189381946374,0.0325523145577732
2024-06,의류,여성,40대,63.08751,여름,69.51705210526316,13.50189381946374,-0.4761955760601978
2024-07,의류,여성,40대,61.61271,여름,69.51705210526316,13.50189381946374,-0.5854246975241805
2024-08,의류,여성,40대,48.8053,여름,69.51705210526316,13.50189381946374,-1.5339886672346663
2024-09,의류,여성,40대,51.59467,가을,69.51705210526316,13.50189381946374,-1.3273976484267
2024-10,의류,여성,40대,72.69498,가을,69.51705210526316,13.50189381946374,0.2353690480187066
2024-11,의류,여성,40대,69.93121,가을,69.51705210526316,13.50189381946374,0.0306740595263606
2024-12,의류,여성,40대,67.54097,겨울,69.51705210526316,13.50189381946374,-0.1463559210052834
2025-01,의류,여성,40대,48.61156,겨울,69.51705210526316,13.50189381946374,-1.5483377654123396
2023-07,의류,여성,50대,89.32756,여름,80.69085578947369,12.09265940413775,0.7142104910001098
2023-08,의류,여성,50대,71.92683,여름,80.69085578947369,12.09265940413775,-0.7247393229710002
2023-09,의류,여성,50대,68.39977,가을,80.69085578947369,12.09265940413775,-1.016408829414979
2023-10,의류,여성,50대,94.79256,가을,80.69085578947369,12.09265940413775,1.166137550000054
2023-11,의류,여성,50대,100.0,가을,80.69085578947369,12.09265940413775,1.596765737395969
2023-12,의류,여성,50대,91.93632,겨울,80.69085578947369,12.09265940413775,0.9299413664688548
2024-01,의류,여성,50대,83.83506,겨울,80.69085578947369,12.09265940413775,0.2600093251159011
2024-02,의류,여성,50대,77.80518,겨울,80.69085578947369,12.09265940413775,-0.2386303701306845
2024-03,의류,여성,50대,95.91198,봄,80.69085578947369,12.09265940413775,1.2587077583048518
2024-04,의류,여성,50대,92.89584,봄,80.69085578947369,12.09265940413775,1.00928867692661
2024-05,의류,여성,50대,88.04869,봄,80.69085578947369,12.09265940413775,0.6084545975063742
2024-06,의류,여성,50대,79.16718,여름,80.69085578947369,12.09265940413775,-0.1260000582628109
2024-07,의류,여성,50대,80.228,여름,80.69085578947369,12.09265940413775,-0.0382757649913895
2024-08,의류,여성,50대,62.93986,여름,80.69085578947369,12.09265940413775,-1.4679149719043454
2024-09,의류,여성,50대,59.90232,가을,80.69085578947369,12.09265940413775,-1.7191037219125234
2024-10,의류,여성,50대,83.49685,가을,80.69085578947369,12.09265940413775,0.2320411182312949
2024-11,의류,여성,50대,75.99218,가을,80.69085578947369,12.09265940413775,-0.3885560349004731
2024-12,의류,여성,50대,74.95917,겨울,80.69085578947369,12.09265940413775,-0.473980585900937
2025-01,의류,여성,50대,61.56091,겨울,80.69085578947369,12.09265940413775,-1.581946960560883
2023-07,의류,여성,60대,86.35584,여름,81.87535578947369,11.147210820542766,0.4019376938910495
2023-08,의류,여성,60대,72.57214,여름,81.87535578947369,11.147210820542766,-0.8345778992830336
2023-09,의류,여성,60대,63.90297,가을,81.87535578947369,11.147210820542766,-1.6122764769419329
2023-10,의류,여성,60대,86.19129,가을,81.87535578947369,11.147210820542766,0.3871761537489395
2023-11,의류,여성,60대,90.23656,가을,81.87535578947369,11.147210820542766,0.750071416530292
2023-12,의류,여성,60대,84.48945,겨울,81.87535578947369,11.147210820542766,0.234506573223582
2024-01,의류,여성,60대,85.79525,겨울,81.87535578947369,11.147210820542766,0.3516479838438586
2024-02,의류,여성,60대,81.44004,겨울,81.87535578947369,11.147210820542766,-0.0390515436086903
2024-03,의류,여성,60대,100.0,봄,81.87535578947369,11.147210820542766,1.6259353574909612
2024-04,의류,여성,60대,97.18959,봄,81.87535578947369,11.147210820542766,1.373817581551817
2024-05,의류,여성,60대,96.86993,봄,81.87535578947369,11.147210820542766,1.345141349878607
2024-06,의류,여성,60대,84.54971,여름,81.87535578947369,11.147210820542766,0.2399124098019078
2024-07,의류,여성,60대,89.92154,여름,81.87535578947369,11.147210820542766,0.7218114324794417
2024-08,의류,여성,60대,71.42261,여름,81.87535578947369,11.147210820542766,-0.9377005564666202
2024-09,의류,여성,60대,63.35815,가을,81.87535578947369,11.147210820542766,-1.6611514833243344
2024-10,의류,여성,60대,85.82403,가을,81.87535578947369,11.147210820542766,0.3542297956049639
2024-11,의류,여성,60대,75.65073,가을,81.87535578947369,11.147210820542766,-0.5584020872739366
2024-12,의류,여성,60대,74.6505,겨울,81.87535578947369,11.147210820542766,-0.6481312595397662
2025-01,의류,여성,60대,65.21143,겨울,81.87535578947369,11.147210820542766,-1.4948964416071138
2023-07,화장품,남성,10대,87.01932,여름,69.99582631578947,14.09561559581292,1.2077155175306655
2023-08,화장품,남성,10대,100.0,여름,69.99582631578947,14.09561559581292,2.128617475431383
2023-09,화장품,남성,10대,84.63053,가을,69.99582631578947,14.09561559581292,1.0382450900943792
2023-10,화장품,남성,10대,88.8403,가을,69.99582631578947,14.09561559581292,1.3369032062571462
2023-11,화장품,남성,10대,84.05768,가을,69.99582631578947,14.09561559581292,0.9976047933931728
2023-12,화장품,남성,10대,84.38162,겨울,69.99582631578947,14.09561559581292,1.0205864076261983
2024-01,화장품,남성,10대,66.02167,겨울,69.99582631578947,14.09561559581292,-0.2819427281324264
2024-02,화장품,남성,10대,73.5769,겨울,69.99582631578947,14.09561559581292,0.2540558558701242
2024-03,화장품,남성,10대,59.45774,봄,69.99582631578947,14.09561559581292,-0.7476144794215154
2024-04,화장품,남성,10대,57.2284,봄,69.99582631578947,14.09561559581292,-0.9057728787369892
2024-05,화장품,남성,10대,62.90997,봄,69.99582631578947,14.09561559581292,-0.5026993157996102
2024-06,화장품,남성,10대,59.14173,여름,69.99582631578947,14.09561559581292,-0.7700335073704522
2024-07,화장품,남성,10대,63.0723,여름,69.99582631578947,14.09561559581292,-0.4911829688265687
2024-08,화장품,남성,10대,68.49198,여름,69.99582631578947,14.09561559581292,-0.1066889420733202
2024-09,화장품,남성,10대,66.51227,가을,69.99582631578947,14.09561559581292,-0.2471375792075555
2024-10,화장품,남성,10대,61.40066,가을,69.99582631578947,14.09561559581292,-0.6097758737364156
2024-11,화장품,남성,10대,56.94342,가을,69.99582631578947,14.09561559581292,-0.9259905129412483
2024-12,화장품,남성,10대,58.83006,겨울,69.99582631578947,14.09561559581292,-0.7921446381601269
2025-01,화장품,남성,10대,47.40415,겨울,69.99582631578947,14.09561559581292,-1.602744921796838
2023-07,화장품,남성,20대,95.89464,여름,74.83730947368421,15.255971246681838,1.3802681052440848
2023-08,화장품,남성,20대,100.0,여름,74.83730947368421,15.255971246681838,1.6493666721998217
2023-09,화장품,남성,20대,90.7011,가을,74.83730947368421,15.255971246681838,1.0398414017571085
2023-10,화장품,남성,20대,95.84302,가을,74.83730947368421,15.255971246681838,1.3768845120814257
2023-11,화장품,남성,20대,95.76704,가을,74.83730947368421,15.255971246681838,1.3719041670891965
2023-12,화장품,남성,20대,88.96476,겨울,74.83730947368421,15.255971246681838,0.9260276057080596
2024-01,화장품,남성,20대,74.37588,겨울,74.83730947368421,15.255971246681838,-0.0302458274352463
2024-02,화장품,남성,20대,72.1954,겨울,74.83730947368421,15.255971246681838,-0.1731721586889344
2024-03,화장품,남성,20대,74.16242,봄,74.83730947368421,15.255971246681838,-0.0442377258564252
2024-04,화장품,남성,20대,67.9646,봄,74.83730947368421,15.255971246681838,-0.4504930798934888
2024-05,화장품,남성,20대,71.69154,봄,74.83730947368421,15.255971246681838,-0.2061992267039972
2024-06,화장품,남성,20대,66.15051,여름,74.83730947368421,15.255971246681838,-0.569403241080019
2024-07,화장품,남성,20대,71.36089,여름,74.83730947368421,15.255971246681838,-0.227872707510532
2024-08,화장품,남성,20대,67.51501,여름,74.83730947368421,15.255971246681838,-0.4799628522685375
2024-09,화장품,남성,20대,63.66263,가을,74.83730947368421,15.255971246681838,-0.7324790597068475
2024-10,화장품,남성,20대,62.17918,가을,74.83730947368421,15.255971246681838,-0.8297163955678892
2024-11,화장품,남성,20대,56.23577,가을,74.83730947368421,15.255971246681838,-1.21929565629786
2024-12,화장품,남성,20대,58.36969,겨울,74.83730947368421,15.255971246681838,-1.0794212447972404
2025-01,화장품,남성,20대,48.8748,겨울,74.83730947368421,15.255971246681838,-1.7017932882726847
2023-07,화장품,남성,30대,98.69909,여름,80.28636421052632,12.400711040843284,1.4848120989860245
2023-08,화장품,남성,30대,99.30625,여름,80.28636421052632,12.400711040843284,1.5337738075525935
2023-09,화장품,남성,30대,86.94365,가을,80.28636421052632,12.400711040843284,0.5368471023594608
2023-10,화장품,남성,30대,96.95207,가을,80.28636421052632,12.400711040843284,1.3439314676862577
2023-11,화장품,남성,30대,100.0,가을,80.28636421052632,12.400711040843284,1.5897181802353408
2023-12,화장품,남성,30대,90.96757,겨울,80.28636421052632,12.400711040843284,0.8613381728107203
2024-01,화장품,남성,30대,83.68094,겨울,80.28636421052632,12.400711040843284,0.2737404152304842
2024-02,화장품,남성,30대,75.74807,겨울,80.28636421052632,12.400711040843284,-0.365970483110112
2024-03,화장품,남성,30대,81.76378,봄,80.28636421052632,12.400711040843284,0.1191396029314471
2024-04,화장품,남성,30대,76.77538,봄,80.28636421052632,12.400711040843284,-0.2831276528388133
2024-05,화장품,남성,30대,81.35187,봄,80.28636421052632,12.400711040843284,0.0859229592532487
2024-06,화장품,남성,30대,72.84428,여름,80.28636421052632,12.400711040843284,-0.6001336686271366
2024-07,화장품,남성,30대,77.96771,여름,80.28636421052632,12.400711040843284,-0.1869775211187118
2024-08,화장품,남성,30대,73.50421,여름,80.28636421052632,12.400711040843284,-0.5469165589125048
2024-09,화장품,남성,30대,66.37151,가을,80.28636421052632,12.400711040843284,-1.1221013186014908
2024-10,화장품,남성,30대,68.94361,가을,80.28636421052632,12.400711040843284,-0.9146857928684522
2024-11,화장품,남성,30대,64.66996,가을,80.28636421052632,12.400711040843284,-1.259315224674758
2024-12,화장품,남성,30대,67.77611,겨울,80.28636421052632,12.400711040843284,-1.008833620049869
2025-01,화장품,남성,30대,61.17486,겨울,80.28636421052632,12.400711040843284,-1.5411619662437257
2023-07,화장품,남성,40대,94.26169,여름,83.27062578947368,9.521617710816624,1.154327399433438
2023-08,화장품,남성,40대,95.25342,여름,83.27062578947368,9.521617710816624,1.2584830198458592
2023-09,화장품,남성,40대,85.37217,가을,83.27062578947368,9.521617710816624,0.2207129370609938
2023-10,화장품,남성,40대,98.38844,가을,83.27062578947368,9.521617710816624,1.5877358942222997
2023-11,화장품,남성,40대,100.0,가을,83.27062578947368,9.521617710816624,1.7569886461122703
2023-12,화장품,남성,40대,91.99243,겨울,83.27062578947368,9.521617710816624,0.9160002507366248
2024-01,화장품,남성,40대,88.39387,겨울,83.27062578947368,9.521617710816624,0.5380644724589481
